"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"20/09/2023";"0700";"17,2";"17,2";"17,0";"100,0";"100,0";"100,0";"17,2";"17,2";"17,1";"1016,1";"1016,3";"1016,0";"3,0";"93,0";"7,3";"";"0,2"
"20/09/2023";"0800";"17,4";"17,4";"16,9";"100,0";"100,0";"100,0";"17,3";"17,3";"16,9";"1016,0";"1016,3";"1016,0";"2,8";"89,0";"6,3";"";"0,0"
"20/09/2023";"0900";"17,4";"17,5";"17,4";"100,0";"100,0";"100,0";"17,4";"17,4";"17,3";"1016,4";"1016,4";"1015,8";"3,0";"89,0";"5,7";"";"0,0"
"20/09/2023";"1000";"17,6";"17,6";"17,4";"100,0";"100,0";"100,0";"17,6";"17,6";"17,4";"1016,9";"1017,0";"1016,5";"3,3";"91,0";"5,8";"6,60";"0,0"
"20/09/2023";"1100";"17,8";"17,8";"17,6";"99,0";"100,0";"99,0";"17,7";"17,7";"17,5";"1017,4";"1017,4";"1016,9";"1,9";"79,0";"5,7";"105,00";"0,0"
"20/09/2023";"1200";"18,2";"18,2";"17,8";"99,0";"100,0";"99,0";"18,1";"18,2";"17,7";"1016,9";"1017,4";"1016,9";"2,6";"72,0";"4,7";"378,50";"0,0"
"20/09/2023";"1300";"18,3";"18,8";"18,2";"100,0";"100,0";"99,0";"18,3";"18,7";"18,1";"1017,2";"1017,3";"1016,9";"2,2";"95,0";"4,9";"591,00";"0,0"
"20/09/2023";"1400";"18,2";"18,5";"18,2";"100,0";"100,0";"100,0";"18,2";"18,4";"18,1";"1017,2";"1017,3";"1017,0";"2,4";"84,0";"4,9";"263,20";"0,0"
"20/09/2023";"1500";"18,1";"18,3";"17,9";"100,0";"100,0";"100,0";"18,1";"18,2";"17,9";"1017,0";"1017,4";"1016,7";"2,2";"81,0";"5,6";"395,70";"0,0"
"20/09/2023";"1600";"17,9";"18,2";"17,8";"100,0";"100,0";"100,0";"17,8";"18,1";"17,8";"1017,1";"1017,4";"1017,0";"2,6";"88,0";"4,4";"368,80";"0,0"
"20/09/2023";"1700";"17,9";"18,0";"17,8";"100,0";"100,0";"100,0";"17,9";"18,0";"17,8";"1016,2";"1017,1";"1016,2";"2,6";"90,0";"5,4";"280,50";"0,0"
"20/09/2023";"1800";"17,9";"18,0";"17,8";"100,0";"100,0";"100,0";"17,8";"18,0";"17,8";"1014,2";"1016,2";"1014,1";"4,2";"86,0";"7,3";"162,60";"0,0"
"20/09/2023";"1900";"19,2";"19,2";"17,8";"100,0";"100,0";"100,0";"19,2";"19,2";"17,7";"1016,5";"1018,4";"1013,9";"4,9";"226,0";"14,0";"29,80";"0,8"
"20/09/2023";"2000";"18,3";"19,2";"18,2";"100,0";"100,0";"100,0";"18,3";"19,0";"18,2";"1013,8";"1016,4";"1013,8";"4,4";"74,0";"14,0";"73,30";"16,4"
"20/09/2023";"2100";"18,3";"18,8";"18,1";"100,0";"100,0";"100,0";"18,3";"18,8";"18,2";"1015,9";"1017,2";"1013,4";"3,6";"109,0";"12,6";"20,50";"24,4"
"20/09/2023";"2200";"18,7";"18,7";"17,7";"100,0";"100,0";"100,0";"18,7";"18,7";"17,7";"1015,3";"1017,7";"1014,6";"4,4";"65,0";"10,5";"0,60";"6,8"
"20/09/2023";"2300";"19,4";"19,4";"18,6";"100,0";"100,0";"100,0";"19,4";"19,4";"18,6";"1014,6";"1016,6";"1014,4";"6,1";"57,0";"11,7";"";"1,4"
"21/09/2023";"0000";"19,9";"19,9";"19,4";"97,0";"100,0";"97,0";"19,5";"19,7";"19,4";"1015,3";"1015,3";"1014,3";"4,2";"53,0";"12,1";"";"0,0"
"21/09/2023";"0100";"20,1";"20,1";"19,7";"96,0";"98,0";"96,0";"19,5";"19,6";"19,4";"1014,8";"1015,6";"1014,8";"5,0";"53,0";"10,2";"";"0,0"
"21/09/2023";"0200";"19,3";"20,3";"19,3";"98,0";"98,0";"95,0";"19,0";"19,5";"19,0";"1014,8";"1015,2";"1014,7";"5,2";"35,0";"11,9";"";"0,0"
"21/09/2023";"0300";"19,6";"19,7";"19,2";"97,0";"99,0";"97,0";"19,2";"19,2";"19,0";"1014,5";"1014,8";"1014,4";"5,1";"33,0";"9,9";"";"0,0"
"21/09/2023";"0400";"19,6";"19,7";"19,5";"99,0";"99,0";"97,0";"19,5";"19,5";"19,2";"1013,9";"1014,5";"1013,9";"5,3";"41,0";"11,2";"";"0,0"
"21/09/2023";"0500";"19,4";"19,6";"19,4";"100,0";"100,0";"99,0";"19,4";"19,5";"19,4";"1013,0";"1013,9";"1012,9";"4,8";"34,0";"10,4";"";"0,0"
"21/09/2023";"0600";"19,8";"19,8";"19,4";"99,0";"100,0";"99,0";"19,6";"19,7";"19,4";"1012,3";"1013,0";"1012,2";"4,9";"29,0";"9,7";"";"0,0"
"21/09/2023";"0700";"19,5";"19,8";"19,5";"100,0";"100,0";"99,0";"19,5";"19,6";"19,4";"1011,7";"1012,3";"1011,6";"4,4";"32,0";"8,5";"0,10";"0,0"
"21/09/2023";"0800";"19,4";"19,5";"18,9";"100,0";"100,0";"100,0";"19,4";"19,5";"19,0";"1010,9";"1011,7";"1010,9";"6,1";"27,0";"10,0";"";"0,0"
"21/09/2023";"0900";"19,3";"19,5";"19,3";"100,0";"100,0";"100,0";"19,3";"19,5";"19,3";"1010,5";"1010,9";"1010,3";"5,9";"27,0";"12,7";"";"0,0"
"21/09/2023";"1000";"19,1";"19,3";"19,1";"100,0";"100,0";"100,0";"19,1";"19,3";"19,1";"1010,2";"1010,8";"1010,0";"6,7";"23,0";"11,7";"12,60";"0,2"
"21/09/2023";"1100";"18,9";"19,2";"18,9";"100,0";"100,0";"100,0";"18,9";"19,2";"18,9";"1009,7";"1010,4";"1009,3";"5,1";"33,0";"11,9";"100,50";"0,0"
"21/09/2023";"1200";"19,3";"19,3";"18,9";"100,0";"100,0";"100,0";"19,3";"19,3";"18,9";"1010,0";"1010,0";"1009,2";"4,8";"12,0";"10,7";"338,10";"0,0"
"21/09/2023";"1300";"19,2";"19,3";"19,1";"100,0";"100,0";"100,0";"19,2";"19,2";"19,1";"1010,4";"1011,2";"1010,0";"2,0";"61,0";"7,8";"172,40";"0,4"
"21/09/2023";"1400";"19,2";"19,3";"19,2";"100,0";"100,0";"100,0";"19,2";"19,3";"19,2";"1012,7";"1013,1";"1010,4";"1,0";"281,0";"3,9";"54,50";"3,2"
"21/09/2023";"1500";"20,2";"20,2";"19,2";"100,0";"100,0";"100,0";"20,2";"20,2";"19,2";"1011,8";"1013,0";"1011,7";"1,7";"293,0";"7,8";"100,50";"6,0"
"21/09/2023";"1600";"21,0";"21,0";"20,2";"97,0";"100,0";"96,0";"20,5";"20,8";"20,2";"1010,9";"1011,8";"1010,9";"2,6";"273,0";"7,0";"277,30";"1,4"
"21/09/2023";"1700";"20,6";"21,0";"20,6";"100,0";"100,0";"97,0";"20,6";"20,8";"20,4";"1009,3";"1010,9";"1009,2";"1,4";"139,0";"5,2";"408,80";"0,4"
"21/09/2023";"1800";"20,8";"21,1";"20,6";"97,0";"100,0";"97,0";"20,4";"20,9";"20,4";"1009,2";"1009,7";"1009,1";"2,4";"35,0";"3,5";"538,30";"0,0"
"21/09/2023";"1900";"20,6";"21,2";"20,0";"95,0";"99,0";"94,0";"19,8";"20,5";"19,8";"1007,5";"1009,2";"1007,4";"4,3";"26,0";"7,5";"266,60";"0,4"
"21/09/2023";"2000";"20,9";"21,2";"20,5";"92,0";"96,0";"92,0";"19,7";"20,0";"19,7";"1007,9";"1007,9";"1007,4";"3,3";"22,0";"7,5";"91,60";"1,6"
"21/09/2023";"2100";"19,7";"20,9";"19,5";"98,0";"99,0";"92,0";"19,4";"19,7";"19,2";"1008,4";"1008,4";"1007,8";"3,8";"36,0";"8,7";"123,10";"0,0"
"21/09/2023";"2200";"19,4";"19,9";"19,4";"98,0";"98,0";"97,0";"19,0";"19,5";"19,0";"1008,3";"1008,5";"1008,1";"4,3";"31,0";"9,0";"17,00";"0,0"
"21/09/2023";"2300";"19,4";"19,5";"19,3";"97,0";"98,0";"97,0";"19,0";"19,0";"18,9";"1008,8";"1008,8";"1008,3";"3,5";"32,0";"8,1";"";"0,0"
"22/09/2023";"0000";"19,1";"19,4";"19,1";"99,0";"99,0";"97,0";"18,9";"19,0";"18,9";"1008,9";"1009,0";"1008,7";"3,2";"35,0";"6,0";"";"0,0"
"22/09/2023";"0100";"19,4";"19,4";"19,1";"99,0";"99,0";"99,0";"19,3";"19,3";"18,9";"1009,2";"1009,3";"1008,7";"3,8";"19,0";"6,8";"";"0,0"
"22/09/2023";"0200";"19,9";"19,9";"19,4";"99,0";"99,0";"99,0";"19,7";"19,7";"19,3";"1009,1";"1009,5";"1008,8";"3,9";"10,0";"7,8";"";"0,0"
"22/09/2023";"0300";"19,8";"19,9";"19,6";"99,0";"99,0";"99,0";"19,6";"19,7";"19,5";"1008,5";"1009,2";"1008,4";"3,0";"9,0";"6,4";"";"0,0"
"22/09/2023";"0400";"19,7";"19,8";"19,6";"99,0";"99,0";"99,0";"19,5";"19,6";"19,4";"1009,0";"1009,4";"1008,5";"2,0";"5,0";"5,2";"";"0,0"
"22/09/2023";"0500";"19,5";"19,7";"19,5";"100,0";"100,0";"99,0";"19,4";"19,6";"19,4";"1009,6";"1010,3";"1008,8";"1,0";"209,0";"3,9";"";"0,0"
"22/09/2023";"0600";"19,1";"19,5";"19,1";"100,0";"100,0";"100,0";"19,1";"19,4";"19,1";"1008,5";"1009,8";"1008,3";"1,1";"91,0";"2,2";"";"0,2"
"22/09/2023";"0700";"18,2";"19,4";"18,2";"100,0";"100,0";"100,0";"18,2";"19,4";"18,2";"1009,6";"1009,6";"1008,5";"3,8";"224,0";"9,5";"";"0,0"
"22/09/2023";"0800";"16,8";"18,2";"16,8";"98,0";"100,0";"98,0";"16,4";"18,0";"16,4";"1009,0";"1009,8";"1008,9";"3,4";"186,0";"9,5";"";"0,0"
"22/09/2023";"0900";"16,5";"16,8";"16,4";"98,0";"98,0";"98,0";"16,1";"16,4";"16,1";"1010,2";"1010,3";"1008,9";"3,3";"195,0";"7,9";"";"0,0"
"22/09/2023";"1000";"16,4";"16,5";"16,4";"98,0";"98,0";"97,0";"16,0";"16,1";"16,0";"1011,1";"1011,2";"1010,2";"3,1";"193,0";"7,3";"36,20";"0,0"
"22/09/2023";"1100";"15,7";"16,5";"15,7";"99,0";"99,0";"97,0";"15,6";"16,1";"15,5";"1012,0";"1012,1";"1011,1";"4,6";"196,0";"9,4";"336,20";"0,0"
"22/09/2023";"1200";"15,6";"15,8";"15,3";"99,0";"100,0";"98,0";"15,4";"15,8";"15,1";"1013,4";"1013,4";"1012,0";"3,6";"189,0";"9,0";"537,00";"0,0"
"22/09/2023";"1300";"15,7";"15,7";"15,0";"99,0";"100,0";"99,0";"15,5";"15,5";"14,9";"1013,9";"1014,0";"1013,4";"4,0";"202,0";"7,6";"730,30";"0,0"
"22/09/2023";"1400";"15,2";"16,0";"14,9";"97,0";"99,0";"95,0";"14,8";"15,4";"14,5";"1014,1";"1014,3";"1013,8";"3,0";"198,0";"7,1";"815,90";"0,0"
"22/09/2023";"1500";"15,0";"15,4";"14,9";"96,0";"98,0";"96,0";"14,4";"14,9";"14,4";"1014,5";"1014,6";"1013,9";"3,4";"199,0";"7,6";"646,10";"0,0"
"22/09/2023";"1600";"15,6";"16,0";"15,0";"93,0";"97,0";"92,0";"14,5";"15,0";"14,3";"1014,2";"1014,5";"1014,1";"2,5";"181,0";"6,4";"718,20";"0,0"
"22/09/2023";"1700";"15,7";"15,9";"15,3";"93,0";"95,0";"93,0";"14,6";"15,1";"14,3";"1014,0";"1014,5";"1014,0";"3,4";"185,0";"6,6";"922,30";"0,0"
"22/09/2023";"1800";"16,1";"16,6";"15,4";"90,0";"93,0";"87,0";"14,5";"14,9";"13,9";"1013,1";"1014,0";"1013,1";"2,5";"171,0";"7,5";"1413,30";"0,0"
"22/09/2023";"1900";"15,6";"16,3";"15,6";"93,0";"94,0";"89,0";"14,6";"14,8";"14,0";"1013,3";"1013,3";"1013,0";"2,1";"171,0";"6,0";"862,50";"0,0"
"22/09/2023";"2000";"15,7";"15,8";"15,5";"96,0";"96,0";"93,0";"15,1";"15,1";"14,6";"1013,4";"1013,5";"1013,2";"2,1";"148,0";"5,4";"363,30";"0,0"
"22/09/2023";"2100";"15,1";"15,7";"15,1";"100,0";"100,0";"96,0";"15,1";"15,2";"14,9";"1014,3";"1014,3";"1013,3";"2,3";"184,0";"6,3";"160,60";"0,0"
"22/09/2023";"2200";"15,6";"15,6";"15,1";"100,0";"100,0";"100,0";"15,6";"15,6";"15,1";"1014,4";"1014,6";"1013,9";"1,7";"178,0";"5,2";"9,00";"0,0"
"22/09/2023";"2300";"16,1";"16,1";"15,6";"100,0";"100,0";"100,0";"16,1";"16,1";"15,6";"1014,6";"1014,8";"1014,4";"1,8";"166,0";"5,1";"";"0,0"
"23/09/2023";"0000";"16,4";"16,4";"16,0";"100,0";"100,0";"100,0";"16,4";"16,4";"16,0";"1015,1";"1015,1";"1014,6";"2,9";"132,0";"6,6";"";"0,0"
"23/09/2023";"0100";"16,7";"16,7";"16,4";"96,0";"100,0";"96,0";"16,1";"16,6";"16,1";"1014,8";"1015,2";"1014,5";"2,6";"120,0";"8,6";"";"0,0"
"23/09/2023";"0200";"16,9";"16,9";"16,7";"91,0";"96,0";"91,0";"15,4";"16,1";"15,4";"1015,3";"1015,3";"1014,8";"2,6";"112,0";"8,0";"";"0,0"
"23/09/2023";"0300";"16,7";"16,9";"16,7";"93,0";"93,0";"91,0";"15,5";"15,6";"15,4";"1015,5";"1015,6";"1015,2";"2,0";"121,0";"6,5";"";"0,0"
"23/09/2023";"0400";"16,3";"16,8";"16,3";"97,0";"97,0";"93,0";"15,7";"15,8";"15,5";"1014,5";"1015,5";"1014,5";"2,8";"110,0";"7,2";"";"0,6"
"23/09/2023";"0500";"15,6";"16,6";"15,4";"100,0";"100,0";"95,0";"15,6";"15,8";"15,2";"1014,7";"1016,8";"1014,0";"2,2";"123,0";"7,2";"";"6,6"
"23/09/2023";"0600";"16,1";"16,2";"15,6";"98,0";"100,0";"98,0";"15,7";"15,8";"15,6";"1014,1";"1014,9";"1013,7";"2,3";"131,0";"5,9";"";"0,0"
"23/09/2023";"0700";"15,7";"16,4";"15,7";"100,0";"100,0";"96,0";"15,7";"15,9";"15,4";"1013,7";"1015,5";"1013,7";"2,1";"132,0";"6,9";"";"6,0"
"23/09/2023";"0800";"16,2";"16,2";"15,7";"97,0";"100,0";"97,0";"15,8";"16,1";"15,7";"1012,4";"1014,4";"1012,3";"3,7";"120,0";"8,9";"";"0,0"
"23/09/2023";"0900";"16,5";"16,5";"16,2";"97,0";"97,0";"96,0";"16,0";"16,0";"15,6";"1012,7";"1013,0";"1012,3";"3,1";"112,0";"9,3";"";"0,0"
"23/09/2023";"1000";"16,5";"16,6";"16,4";"98,0";"98,0";"97,0";"16,1";"16,2";"16,0";"1012,2";"1012,9";"1012,2";"3,3";"106,0";"9,2";"16,60";"0,0"
"23/09/2023";"1100";"16,7";"16,8";"16,5";"99,0";"99,0";"96,0";"16,5";"16,5";"16,1";"1012,9";"1013,1";"1012,2";"3,3";"99,0";"8,4";"107,20";"0,0"
"23/09/2023";"1200";"16,9";"16,9";"16,7";"100,0";"100,0";"99,0";"16,9";"16,9";"16,6";"1013,5";"1014,0";"1012,7";"3,1";"98,0";"8,2";"117,80";"0,2"
"23/09/2023";"1300";"17,4";"17,4";"16,7";"100,0";"100,0";"100,0";"17,4";"17,4";"16,7";"1012,8";"1013,6";"1012,3";"4,1";"79,0";"8,7";"234,20";"2,6"
"23/09/2023";"1400";"17,1";"17,4";"17,0";"100,0";"100,0";"100,0";"17,1";"17,4";"17,0";"1012,1";"1013,1";"1012,1";"4,1";"84,0";"9,4";"108,70";"0,2"
"23/09/2023";"1500";"17,6";"17,8";"17,1";"100,0";"100,0";"100,0";"17,6";"17,8";"17,1";"1010,8";"1012,1";"1010,7";"5,0";"77,0";"9,9";"447,90";"0,0"
"23/09/2023";"1600";"18,1";"18,7";"17,5";"98,0";"100,0";"97,0";"17,8";"18,4";"17,6";"1009,4";"1010,8";"1009,4";"4,8";"79,0";"9,4";"1047,70";"0,0"
"23/09/2023";"1700";"17,7";"18,1";"17,6";"100,0";"100,0";"98,0";"17,7";"17,9";"17,6";"1007,6";"1009,5";"1007,6";"4,6";"86,0";"11,3";"498,70";"0,0"
"23/09/2023";"1800";"17,6";"17,7";"17,5";"100,0";"100,0";"100,0";"17,6";"17,6";"17,5";"1006,9";"1007,6";"1006,7";"4,2";"87,0";"9,8";"269,50";"0,0"
"23/09/2023";"1900";"17,5";"17,7";"17,5";"100,0";"100,0";"100,0";"17,5";"17,7";"17,5";"1007,2";"1007,2";"1006,2";"3,1";"91,0";"9,1";"158,80";"0,2"
"23/09/2023";"2000";"17,4";"17,5";"17,4";"100,0";"100,0";"100,0";"17,4";"17,5";"17,4";"1006,7";"1007,3";"1006,6";"2,5";"93,0";"7,2";"148,80";"0,4"
"23/09/2023";"2100";"17,4";"17,5";"17,4";"100,0";"100,0";"100,0";"17,4";"17,5";"17,4";"1006,7";"1006,9";"1006,5";"2,3";"94,0";"5,9";"105,10";"0,0"
"23/09/2023";"2200";"17,4";"17,5";"17,3";"100,0";"100,0";"100,0";"17,4";"17,5";"17,3";"1006,6";"1006,7";"1006,4";"1,3";"107,0";"5,3";"9,40";"0,0"
"23/09/2023";"2300";"17,4";"17,5";"17,4";"100,0";"100,0";"100,0";"17,4";"17,5";"17,4";"1006,9";"1007,0";"1006,6";"0,9";"132,0";"2,8";"";"0,0"
"24/09/2023";"0000";"17,4";"17,4";"17,3";"100,0";"100,0";"100,0";"17,4";"17,4";"17,3";"1007,2";"1007,2";"1006,9";"0,5";"163,0";"1,9";"";"0,0"
"24/09/2023";"0100";"17,4";"17,5";"17,4";"100,0";"100,0";"100,0";"17,4";"17,5";"17,4";"1007,8";"1007,9";"1007,2";"1,7";"227,0";"2,9";"";"0,0"
"24/09/2023";"0200";"16,9";"17,4";"16,9";"100,0";"100,0";"100,0";"16,9";"17,4";"16,9";"1008,0";"1008,0";"1007,8";"1,5";"218,0";"4,0";"0,10";"0,0"
"24/09/2023";"0300";"16,8";"16,9";"16,7";"100,0";"100,0";"100,0";"16,7";"16,9";"16,7";"1008,0";"1008,1";"1007,9";"2,8";"209,0";"4,5";"";"0,0"
"24/09/2023";"0400";"16,5";"16,8";"16,5";"100,0";"100,0";"100,0";"16,5";"16,7";"16,5";"1008,2";"1008,3";"1008,0";"2,1";"176,0";"5,4";"0,20";"0,0"
"24/09/2023";"0500";"16,6";"16,6";"16,5";"100,0";"100,0";"100,0";"16,5";"16,5";"16,5";"1007,9";"1008,2";"1007,7";"1,9";"177,0";"5,6";"";"0,0"
"24/09/2023";"0600";"16,5";"16,6";"16,5";"100,0";"100,0";"100,0";"16,4";"16,5";"16,4";"1007,8";"1008,0";"1007,6";"2,0";"172,0";"6,8";"";"0,0"
"24/09/2023";"0700";"16,5";"16,6";"16,5";"100,0";"100,0";"100,0";"16,5";"16,5";"16,4";"1008,4";"1008,4";"1007,6";"2,4";"193,0";"5,3";"";"0,0"
"24/09/2023";"0800";"16,5";"16,6";"16,4";"100,0";"100,0";"100,0";"16,4";"16,5";"16,3";"1008,5";"1008,8";"1008,3";"1,8";"164,0";"5,4";"0,30";"0,0"
"24/09/2023";"0900";"16,7";"16,7";"16,4";"100,0";"100,0";"100,0";"16,7";"16,7";"16,4";"1009,2";"1009,2";"1008,1";"1,2";"163,0";"4,1";"";"0,2"
"24/09/2023";"1000";"16,7";"16,9";"16,7";"100,0";"100,0";"100,0";"16,7";"16,8";"16,6";"1010,6";"1010,7";"1009,2";"0,9";"177,0";"3,1";"53,40";"0,0"
"24/09/2023";"1100";"17,0";"17,1";"16,6";"100,0";"100,0";"100,0";"16,9";"17,1";"16,5";"1011,1";"1012,0";"1010,2";"2,1";"188,0";"5,2";"279,70";"0,0"
"24/09/2023";"1200";"16,6";"17,0";"16,5";"100,0";"100,0";"100,0";"16,6";"16,9";"16,5";"1011,5";"1011,7";"1011,0";"3,1";"196,0";"6,5";"465,00";"0,0"
"24/09/2023";"1300";"16,1";"17,0";"15,9";"100,0";"100,0";"100,0";"16,1";"17,0";"16,0";"1012,3";"1012,4";"1011,1";"3,2";"191,0";"6,8";"707,30";"0,0"
"24/09/2023";"1400";"15,9";"16,5";"15,9";"100,0";"100,0";"100,0";"15,9";"16,5";"15,9";"1013,0";"1013,5";"1012,3";"4,0";"205,0";"7,2";"545,20";"0,0"
"24/09/2023";"1500";"16,6";"16,8";"15,9";"100,0";"100,0";"100,0";"16,5";"16,8";"15,9";"1012,8";"1013,0";"1012,3";"3,2";"192,0";"6,7";"581,10";"0,0"
"24/09/2023";"1600";"16,5";"16,6";"16,1";"98,0";"100,0";"97,0";"16,1";"16,5";"15,9";"1012,7";"1013,8";"1012,6";"3,4";"177,0";"7,7";"526,40";"0,0"
"24/09/2023";"1700";"16,5";"17,0";"16,3";"88,0";"98,0";"83,0";"14,4";"16,0";"13,9";"1012,8";"1012,8";"1012,2";"3,1";"180,0";"7,7";"806,90";"0,0"
"24/09/2023";"1800";"16,5";"17,4";"16,4";"86,0";"90,0";"82,0";"14,2";"15,4";"13,6";"1012,4";"1013,0";"1012,2";"2,7";"170,0";"7,5";"915,40";"0,0"
"24/09/2023";"1900";"16,1";"16,7";"16,1";"85,0";"87,0";"81,0";"13,6";"14,2";"13,4";"1013,0";"1013,1";"1012,2";"2,4";"184,0";"6,6";"671,80";"0,0"
"24/09/2023";"2000";"15,9";"16,1";"15,6";"84,0";"88,0";"84,0";"13,3";"13,9";"13,0";"1013,6";"1013,8";"1013,0";"3,6";"191,0";"7,7";"451,30";"0,0"
"24/09/2023";"2100";"15,2";"15,9";"15,2";"84,0";"85,0";"77,0";"12,5";"13,3";"11,5";"1014,0";"1014,4";"1013,6";"2,8";"186,0";"7,3";"217,90";"0,0"
"24/09/2023";"2200";"14,5";"15,2";"14,5";"81,0";"85,0";"81,0";"11,3";"12,5";"11,3";"1014,5";"1014,5";"1014,0";"2,8";"186,0";"8,7";"16,70";"0,0"
"24/09/2023";"2300";"14,0";"14,5";"14,0";"78,0";"85,0";"77,0";"10,3";"11,7";"10,2";"1015,2";"1015,3";"1014,2";"1,9";"182,0";"6,1";"";"0,0"
"25/09/2023";"0000";"13,9";"14,1";"13,7";"82,0";"83,0";"78,0";"10,9";"11,0";"10,3";"1015,8";"1015,8";"1015,1";"1,8";"185,0";"6,6";"";"0,0"
"25/09/2023";"0100";"13,5";"14,1";"13,5";"82,0";"83,0";"80,0";"10,5";"11,0";"10,5";"1016,0";"1016,0";"1015,8";"1,3";"170,0";"5,0";"";"0,0"
"25/09/2023";"0200";"12,9";"13,5";"12,7";"88,0";"88,0";"82,0";"11,0";"11,0";"10,3";"1016,0";"1016,1";"1015,9";"1,5";"185,0";"3,9";"";"0,0"
"25/09/2023";"0300";"12,7";"12,9";"12,5";"90,0";"91,0";"88,0";"11,1";"11,2";"10,9";"1015,9";"1016,3";"1015,9";"1,4";"180,0";"3,3";"";"0,0"
"25/09/2023";"0400";"12,0";"12,7";"12,0";"95,0";"95,0";"90,0";"11,2";"11,4";"11,0";"1015,9";"1016,0";"1015,8";"1,0";"186,0";"3,3";"";"0,0"
"25/09/2023";"0500";"12,5";"12,5";"11,9";"95,0";"97,0";"95,0";"11,7";"11,9";"11,2";"1015,4";"1016,0";"1015,4";"1,5";"176,0";"4,0";"";"0,0"
"25/09/2023";"0600";"12,4";"12,7";"12,4";"95,0";"95,0";"94,0";"11,6";"11,8";"11,5";"1014,8";"1015,4";"1014,7";"1,7";"179,0";"4,5";"";"0,0"
"25/09/2023";"0700";"12,2";"12,7";"12,2";"94,0";"95,0";"93,0";"11,2";"11,8";"11,2";"1016,2";"1016,2";"1014,7";"0,9";"193,0";"4,1";"";"0,0"
"25/09/2023";"0800";"12,2";"12,2";"11,7";"96,0";"97,0";"94,0";"11,6";"11,8";"11,1";"1016,2";"1016,3";"1015,9";"1,3";"180,0";"3,2";"";"0,0"
"25/09/2023";"0900";"12,6";"12,6";"12,2";"94,0";"96,0";"94,0";"11,7";"11,9";"11,5";"1015,5";"1016,3";"1015,5";"1,9";"176,0";"4,2";"";"0,0"
"25/09/2023";"1000";"13,4";"13,5";"12,5";"90,0";"94,0";"90,0";"11,8";"11,8";"11,5";"1015,5";"1015,8";"1015,4";"2,4";"161,0";"6,3";"71,30";"0,0"
"25/09/2023";"1100";"15,0";"15,0";"13,4";"82,0";"90,0";"81,0";"11,9";"12,2";"11,7";"1016,5";"1016,5";"1015,4";"2,8";"150,0";"7,5";"651,20";"0,0"
"25/09/2023";"1200";"15,5";"16,0";"14,9";"74,0";"82,0";"73,0";"10,8";"12,2";"10,7";"1017,7";"1017,8";"1016,5";"2,4";"150,0";"7,5";"1272,40";"0,0"
"25/09/2023";"1300";"16,5";"17,0";"15,4";"69,0";"77,0";"67,0";"10,9";"11,8";"10,2";"1017,2";"1018,0";"1017,1";"2,9";"127,0";"7,1";"1745,90";"0,0"
"25/09/2023";"1400";"17,2";"17,9";"16,4";"64,0";"72,0";"61,0";"10,2";"11,5";"9,7";"1017,4";"1017,5";"1017,1";"2,6";"119,0";"7,3";"2765,10";"0,0"
"25/09/2023";"1500";"17,3";"17,9";"16,8";"63,0";"68,0";"61,0";"10,3";"11,4";"9,9";"1016,7";"1017,4";"1016,6";"3,3";"130,0";"7,0";"3099,20";"0,0"
"25/09/2023";"1600";"17,7";"18,0";"16,8";"66,0";"67,0";"61,0";"11,3";"11,8";"9,7";"1016,3";"1016,7";"1016,2";"3,2";"128,0";"7,5";"3210,60";"0,0"
"25/09/2023";"1700";"17,6";"18,1";"17,1";"62,0";"67,0";"58,0";"10,3";"11,4";"9,2";"1015,5";"1016,3";"1015,5";"2,9";"128,0";"6,9";"3038,40";"0,0"
"25/09/2023";"1800";"17,0";"18,5";"16,6";"65,0";"68,0";"58,0";"10,4";"11,6";"9,5";"1015,2";"1015,5";"1014,9";"3,0";"119,0";"7,4";"2402,60";"0,0"
"25/09/2023";"1900";"16,7";"17,2";"16,3";"68,0";"70,0";"64,0";"10,7";"11,1";"9,9";"1015,0";"1015,3";"1014,9";"3,2";"122,0";"7,7";"1431,00";"0,0"
"25/09/2023";"2000";"16,3";"16,9";"16,0";"69,0";"71,0";"67,0";"10,6";"10,9";"10,1";"1014,6";"1015,0";"1014,6";"2,8";"126,0";"7,5";"1191,40";"0,0"
"25/09/2023";"2100";"15,3";"16,3";"15,3";"74,0";"74,0";"69,0";"10,7";"10,9";"10,4";"1014,4";"1014,6";"1014,3";"2,8";"131,0";"7,2";"521,40";"0,0"
"25/09/2023";"2200";"14,7";"15,3";"14,6";"79,0";"80,0";"74,0";"11,1";"11,2";"10,7";"1014,9";"1015,0";"1014,3";"2,4";"126,0";"6,8";"23,90";"0,0"
"25/09/2023";"2300";"14,7";"14,8";"14,5";"79,0";"82,0";"78,0";"11,1";"11,4";"11,0";"1014,9";"1015,1";"1014,7";"2,6";"133,0";"7,6";"";"0,0"
