"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"05/09/2022";"2100";"14,7";"16,0";"14,7";"68,0";"68,0";"61,0";"8,9";"8,9";"8,5";"1025,3";"1025,3";"1024,8";"3,1";"71,0";"7,1";"394,00";"0,0"
"05/09/2022";"2200";"13,8";"14,7";"13,7";"76,0";"76,0";"68,0";"9,7";"9,7";"8,8";"1025,7";"1025,8";"1025,3";"2,4";"82,0";"5,9";"7,50";"0,0"
"05/09/2022";"2300";"13,7";"13,8";"13,6";"79,0";"79,0";"76,0";"10,2";"10,2";"9,6";"1026,3";"1026,3";"1025,7";"2,7";"82,0";"5,8";"";"0,0"
"06/09/2022";"0000";"13,9";"13,9";"13,7";"81,0";"81,0";"79,0";"10,6";"10,6";"10,2";"1026,7";"1026,7";"1026,3";"2,4";"76,0";"5,0";"";"0,0"
"06/09/2022";"0100";"13,9";"13,9";"13,7";"82,0";"82,0";"81,0";"10,8";"10,8";"10,5";"1026,6";"1026,7";"1026,6";"2,7";"69,0";"5,5";"";"0,0"
"06/09/2022";"0200";"14,4";"14,4";"13,9";"79,0";"82,0";"78,0";"10,7";"10,8";"10,6";"1026,4";"1026,7";"1026,4";"3,0";"69,0";"5,9";"";"0,0"
"06/09/2022";"0300";"13,8";"14,5";"13,6";"84,0";"84,0";"78,0";"11,1";"11,1";"10,6";"1026,0";"1026,4";"1026,0";"2,6";"78,0";"6,3";"";"0,0"
"06/09/2022";"0400";"13,9";"14,0";"13,6";"85,0";"85,0";"84,0";"11,4";"11,5";"11,0";"1025,7";"1026,1";"1025,7";"3,1";"75,0";"5,3";"";"0,0"
"06/09/2022";"0500";"14,0";"14,0";"13,8";"85,0";"85,0";"85,0";"11,5";"11,5";"11,3";"1025,1";"1025,7";"1025,1";"3,0";"74,0";"6,0";"";"0,0"
"06/09/2022";"0600";"14,0";"14,1";"13,9";"84,0";"85,0";"83,0";"11,4";"11,4";"11,2";"1024,1";"1025,1";"1024,1";"3,3";"76,0";"6,7";"";"0,0"
"06/09/2022";"0700";"14,3";"14,3";"14,0";"84,0";"84,0";"84,0";"11,5";"11,6";"11,3";"1023,4";"1024,1";"1023,4";"3,6";"74,0";"7,0";"";"0,0"
"06/09/2022";"0800";"14,3";"14,4";"14,2";"84,0";"85,0";"84,0";"11,7";"11,7";"11,5";"1023,6";"1023,6";"1023,4";"3,2";"72,0";"6,7";"";"0,0"
"06/09/2022";"0900";"14,4";"14,5";"14,3";"84,0";"85,0";"83,0";"11,6";"11,8";"11,6";"1023,7";"1023,7";"1023,4";"3,8";"71,0";"7,4";"";"0,0"
"06/09/2022";"1000";"14,5";"14,5";"14,3";"83,0";"84,0";"83,0";"11,6";"11,7";"11,5";"1024,1";"1024,1";"1023,7";"3,5";"62,0";"7,2";"18,70";"0,0"
"06/09/2022";"1100";"15,2";"15,3";"14,5";"79,0";"83,0";"79,0";"11,7";"11,8";"11,6";"1024,8";"1024,8";"1024,1";"2,8";"66,0";"6,7";"353,40";"0,0"
"06/09/2022";"1200";"15,6";"15,6";"15,2";"79,0";"80,0";"79,0";"11,9";"11,9";"11,6";"1025,2";"1025,2";"1024,8";"3,4";"62,0";"6,4";"398,90";"0,0"
"06/09/2022";"1300";"15,7";"15,9";"15,6";"79,0";"79,0";"78,0";"12,1";"12,2";"11,9";"1024,8";"1025,3";"1024,8";"2,9";"59,0";"7,8";"345,40";"0,0"
"06/09/2022";"1400";"16,2";"16,2";"15,7";"77,0";"79,0";"77,0";"12,2";"12,2";"12,0";"1024,3";"1024,9";"1024,3";"3,3";"55,0";"7,2";"221,40";"0,0"
"06/09/2022";"1500";"15,5";"16,2";"15,5";"84,0";"84,0";"77,0";"12,8";"13,0";"12,2";"1023,5";"1024,3";"1023,5";"2,2";"84,0";"7,1";"358,00";"0,4"
"06/09/2022";"1600";"15,7";"15,7";"15,4";"86,0";"86,0";"84,0";"13,3";"13,3";"12,8";"1022,5";"1023,5";"1022,5";"3,1";"72,0";"6,5";"409,40";"0,0"
"06/09/2022";"1700";"16,2";"16,5";"15,7";"85,0";"86,0";"82,0";"13,7";"13,7";"13,4";"1021,5";"1022,5";"1021,5";"4,9";"43,0";"9,4";"380,10";"0,2"
"06/09/2022";"1800";"16,1";"16,3";"15,9";"87,0";"87,0";"84,0";"13,9";"13,9";"13,6";"1020,9";"1021,5";"1020,9";"4,0";"37,0";"8,1";"256,60";"1,4"
"06/09/2022";"1900";"16,8";"16,9";"16,1";"85,0";"87,0";"85,0";"14,2";"14,3";"13,9";"1020,1";"1020,9";"1020,0";"3,6";"53,0";"8,7";"853,70";"0,4"
"06/09/2022";"2000";"15,8";"16,9";"15,8";"85,0";"86,0";"83,0";"13,3";"14,4";"13,3";"1019,6";"1020,1";"1019,6";"3,6";"79,0";"7,6";"416,70";"0,0"
"06/09/2022";"2100";"15,4";"15,9";"15,3";"86,0";"86,0";"85,0";"13,1";"13,4";"13,0";"1019,5";"1019,7";"1019,5";"3,6";"75,0";"8,0";"216,20";"0,0"
"06/09/2022";"2200";"15,4";"15,5";"15,4";"85,0";"86,0";"85,0";"12,9";"13,1";"12,9";"1019,0";"1019,5";"1019,0";"3,2";"71,0";"7,0";"7,10";"0,0"
"06/09/2022";"2300";"15,3";"15,5";"15,3";"86,0";"86,0";"85,0";"13,0";"13,1";"12,9";"1018,8";"1019,2";"1018,7";"2,9";"67,0";"6,1";"";"0,0"
"07/09/2022";"0000";"15,1";"15,3";"15,1";"87,0";"87,0";"86,0";"13,0";"13,1";"13,0";"1018,7";"1018,8";"1018,5";"2,1";"89,0";"5,8";"0,20";"0,0"
"07/09/2022";"0100";"14,9";"15,1";"14,8";"88,0";"88,0";"87,0";"13,0";"13,0";"12,8";"1018,4";"1018,8";"1018,4";"1,4";"77,0";"3,6";"0,40";"0,0"
"07/09/2022";"0200";"15,0";"15,0";"14,8";"89,0";"89,0";"88,0";"13,2";"13,2";"12,9";"1018,4";"1018,5";"1018,3";"1,2";"86,0";"2,7";"0,70";"0,0"
"07/09/2022";"0300";"15,6";"15,6";"15,0";"88,0";"89,0";"88,0";"13,6";"13,7";"13,2";"1017,9";"1018,4";"1017,9";"1,4";"46,0";"4,2";"";"0,0"
"07/09/2022";"0400";"15,2";"15,6";"15,2";"88,0";"88,0";"88,0";"13,3";"13,7";"13,3";"1017,3";"1017,9";"1017,3";"1,0";"84,0";"3,4";"0,30";"0,0"
"07/09/2022";"0500";"14,6";"15,2";"14,6";"89,0";"89,0";"88,0";"12,9";"13,3";"12,9";"1016,7";"1017,3";"1016,7";"0,9";"121,0";"2,6";"";"0,0"
"07/09/2022";"0600";"14,6";"14,7";"14,5";"90,0";"90,0";"89,0";"12,9";"13,0";"12,8";"1016,1";"1016,7";"1016,0";"1,4";"86,0";"2,2";"0,30";"0,0"
"07/09/2022";"0700";"14,9";"14,9";"14,5";"90,0";"90,0";"90,0";"13,2";"13,3";"12,9";"1015,2";"1016,1";"1015,2";"1,2";"18,0";"2,7";"";"0,0"
"07/09/2022";"0800";"15,1";"15,1";"14,9";"90,0";"90,0";"90,0";"13,5";"13,5";"13,3";"1015,2";"1015,2";"1015,1";"1,4";"11,0";"2,8";"";"0,0"
"07/09/2022";"0900";"15,0";"15,1";"15,0";"90,0";"90,0";"90,0";"13,4";"13,6";"13,4";"1015,3";"1015,4";"1015,2";"1,7";"14,0";"4,4";"0,40";"0,0"
"07/09/2022";"1000";"15,0";"15,0";"14,9";"90,0";"91,0";"90,0";"13,4";"13,5";"13,4";"1015,5";"1015,6";"1015,3";"1,0";"41,0";"3,2";"7,20";"0,0"
"07/09/2022";"1100";"14,8";"15,0";"14,8";"91,0";"91,0";"90,0";"13,3";"13,4";"13,3";"1015,8";"1015,8";"1015,5";"2,2";"48,0";"3,6";"132,20";"0,0"
"07/09/2022";"1200";"15,3";"15,3";"14,8";"90,0";"91,0";"90,0";"13,8";"13,8";"13,4";"1015,5";"1015,8";"1015,5";"2,3";"35,0";"5,2";"365,00";"0,0"
"07/09/2022";"1300";"15,6";"15,7";"15,1";"90,0";"91,0";"90,0";"14,0";"14,1";"13,6";"1015,2";"1015,5";"1015,2";"2,1";"34,0";"4,7";"696,70";"0,0"
"07/09/2022";"1400";"17,2";"17,2";"15,3";"90,0";"90,0";"90,0";"15,4";"15,4";"13,8";"1014,7";"1015,3";"1014,7";"2,1";"351,0";"4,0";"1447,40";"0,0"
"07/09/2022";"1500";"19,4";"20,0";"17,2";"78,0";"90,0";"76,0";"15,4";"16,7";"15,1";"1014,0";"1014,7";"1014,0";"2,1";"358,0";"4,5";"2528,10";"0,0"
"07/09/2022";"1600";"21,1";"21,3";"19,4";"71,0";"78,0";"71,0";"15,7";"16,6";"15,1";"1012,6";"1014,0";"1012,6";"1,7";"34,0";"4,1";"2560,30";"0,0"
"07/09/2022";"1700";"21,6";"22,1";"20,9";"61,0";"71,0";"61,0";"13,8";"15,7";"13,8";"1011,3";"1012,6";"1011,3";"2,3";"26,0";"4,8";"2477,80";"0,0"
"07/09/2022";"1800";"22,7";"23,1";"21,6";"56,0";"64,0";"54,0";"13,4";"15,1";"12,7";"1010,3";"1011,3";"1010,3";"1,5";"69,0";"4,8";"2202,40";"0,0"
"07/09/2022";"1900";"22,3";"22,8";"22,1";"56,0";"56,0";"52,0";"13,0";"13,5";"12,0";"1009,9";"1010,3";"1009,9";"2,1";"97,0";"4,0";"1643,00";"0,0"
"07/09/2022";"2000";"20,0";"22,3";"20,0";"69,0";"70,0";"55,0";"14,2";"14,8";"12,7";"1009,6";"1009,9";"1009,6";"2,3";"96,0";"4,3";"1013,80";"0,0"
"07/09/2022";"2100";"17,3";"20,0";"17,3";"79,0";"79,0";"69,0";"13,6";"14,3";"13,5";"1010,0";"1010,0";"1009,6";"3,4";"91,0";"5,6";"338,00";"0,0"
"07/09/2022";"2200";"16,3";"17,3";"16,3";"85,0";"85,0";"79,0";"13,7";"13,9";"13,5";"1010,1";"1010,1";"1010,0";"2,4";"85,0";"5,6";"10,70";"0,0"
"07/09/2022";"2300";"16,1";"16,4";"16,0";"85,0";"85,0";"85,0";"13,6";"13,9";"13,4";"1010,5";"1010,5";"1010,1";"1,6";"96,0";"3,9";"";"0,0"
"08/09/2022";"0000";"15,5";"16,3";"15,4";"86,0";"86,0";"85,0";"13,3";"13,9";"13,2";"1010,6";"1010,6";"1010,4";"0,2";"224,0";"2,4";"";"0,0"
"08/09/2022";"0100";"14,7";"15,5";"14,7";"87,0";"87,0";"86,0";"12,6";"13,4";"12,6";"1010,6";"1010,7";"1010,5";"0,5";"109,0";"1,5";"";"0,0"
"08/09/2022";"0200";"15,0";"15,3";"14,7";"88,0";"88,0";"87,0";"13,0";"13,3";"12,7";"1010,1";"1010,6";"1010,1";"0,7";"63,0";"1,4";"";"0,0"
"08/09/2022";"0300";"14,3";"15,0";"14,3";"88,0";"88,0";"88,0";"12,3";"12,9";"12,3";"1009,9";"1010,1";"1009,9";"0,6";"99,0";"1,4";"";"0,0"
"08/09/2022";"0400";"14,7";"14,9";"14,3";"89,0";"89,0";"88,0";"12,8";"13,0";"12,4";"1010,2";"1010,2";"1009,9";"1,1";"50,0";"1,7";"";"0,0"
"08/09/2022";"0500";"13,9";"15,0";"13,8";"89,0";"89,0";"88,0";"12,0";"13,1";"11,9";"1010,0";"1010,2";"1009,9";"0,7";"58,0";"2,0";"";"0,0"
"08/09/2022";"0600";"12,9";"14,1";"12,9";"89,0";"89,0";"89,0";"11,1";"12,2";"11,1";"1009,5";"1010,0";"1009,5";"0,7";"80,0";"1,1";"";"0,0"
"08/09/2022";"0700";"13,1";"13,9";"12,8";"89,0";"89,0";"89,0";"11,3";"12,1";"11,0";"1008,9";"1009,5";"1008,9";"0,7";"30,0";"1,6";"";"0,0"
"08/09/2022";"0800";"15,1";"15,3";"12,3";"89,0";"89,0";"89,0";"13,4";"13,5";"10,5";"1009,4";"1009,4";"1008,8";"2,4";"357,0";"4,0";"";"0,0"
"08/09/2022";"0900";"13,0";"15,2";"13,0";"89,0";"89,0";"89,0";"11,3";"13,4";"11,3";"1009,8";"1009,8";"1009,3";"0,9";"297,0";"4,0";"";"0,0"
"08/09/2022";"1000";"13,4";"14,3";"12,9";"89,0";"89,0";"89,0";"11,7";"12,5";"11,2";"1010,3";"1010,3";"1009,8";"0,6";"269,0";"2,0";"21,20";"0,0"
"08/09/2022";"1100";"15,9";"16,0";"13,2";"89,0";"89,0";"89,0";"14,2";"14,2";"11,5";"1010,5";"1010,5";"1010,3";"0,4";"57,0";"1,5";"399,50";"0,2"
"08/09/2022";"1200";"21,0";"21,0";"15,9";"86,0";"89,0";"86,0";"18,6";"18,6";"14,4";"1010,8";"1010,9";"1010,4";"0,5";"78,0";"1,2";"1093,10";"0,0"
"08/09/2022";"1300";"21,4";"21,6";"20,6";"72,0";"86,0";"69,0";"16,2";"18,8";"14,9";"1010,8";"1011,0";"1010,7";"2,0";"351,0";"3,4";"1813,60";"0,0"
"08/09/2022";"1400";"23,7";"23,8";"21,4";"59,0";"72,0";"57,0";"15,3";"16,7";"14,6";"1010,1";"1010,8";"1010,1";"1,4";"49,0";"3,4";"2314,20";"0,0"
"08/09/2022";"1500";"24,0";"24,2";"23,0";"55,0";"61,0";"55,0";"14,5";"16,0";"14,1";"1009,6";"1010,1";"1009,6";"2,6";"87,0";"4,5";"2366,60";"0,0"
"08/09/2022";"1600";"23,9";"24,4";"23,2";"57,0";"63,0";"51,0";"14,8";"16,1";"13,5";"1008,8";"1009,6";"1008,8";"3,6";"32,0";"6,1";"2622,20";"0,0"
"08/09/2022";"1700";"23,7";"23,8";"23,1";"53,0";"57,0";"52,0";"13,7";"14,6";"13,1";"1007,3";"1008,8";"1007,3";"4,0";"41,0";"7,0";"2393,70";"0,0"
"08/09/2022";"1800";"22,8";"24,1";"22,8";"58,0";"58,0";"49,0";"14,2";"14,2";"12,5";"1006,4";"1007,3";"1006,1";"3,1";"50,0";"7,0";"1653,60";"0,0"
"08/09/2022";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/09/2022";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/09/2022";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/09/2022";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/09/2022";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0100";"19,0";"19,5";"18,9";"66,0";"66,0";"63,0";"12,4";"12,5";"12,2";"1005,1";"1005,6";"1005,1";"4,4";"36,0";"9,7";"";"0,0"
"09/09/2022";"0200";"18,8";"19,1";"18,7";"68,0";"68,0";"65,0";"12,8";"12,8";"12,4";"1004,9";"1005,2";"1004,4";"4,6";"32,0";"10,0";"";"0,0"
"09/09/2022";"0300";"18,1";"";"";"72,0";"";"";"13,1";"";"";"1003,9";"";"";"3,5";"36,0";"";"";"0,0"
"09/09/2022";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"1200";"18,7";"";"";"79,0";"";"";"14,9";"";"";"1004,4";"";"";"1,4";"91,0";"";"202,50";"0,0"
"09/09/2022";"1300";"19,8";"19,9";"18,6";"75,0";"79,0";"75,0";"15,2";"15,5";"14,5";"1004,7";"1004,8";"1004,3";"1,6";"25,0";"3,1";"1071,90";"0,0"
"09/09/2022";"1400";"21,4";"21,5";"19,4";"72,0";"76,0";"72,0";"16,2";"16,4";"14,7";"1004,6";"1004,9";"1004,3";"3,3";"287,0";"5,7";"1752,80";"0,0"
"09/09/2022";"1500";"20,4";"22,6";"20,4";"77,0";"77,0";"70,0";"16,1";"17,2";"16,0";"1006,0";"1006,0";"1004,6";"3,9";"254,0";"7,8";"1484,20";"0,0"
"09/09/2022";"1600";"17,8";"20,3";"17,7";"80,0";"81,0";"75,0";"14,3";"16,1";"14,1";"1004,8";"1006,8";"1004,7";"6,4";"235,0";"15,5";"539,30";"0,0"
"09/09/2022";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09/09/2022";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"1700";"14,1";"14,2";"13,1";"50,0";"56,0";"50,0";"3,9";"5,2";"3,7";"1020,1";"1020,6";"1020,0";"6,3";"229,0";"11,7";"2491,30";"0,0"
"10/09/2022";"1800";"14,2";"14,8";"13,8";"45,0";"52,0";"43,0";"2,5";"4,5";"1,7";"1019,9";"1020,1";"1019,7";"7,2";"226,0";"11,8";"2445,20";"0,0"
"10/09/2022";"1900";"14,4";"14,9";"14,1";"39,0";"46,0";"37,0";"0,8";"3,0";"-0,1";"1019,9";"1019,9";"1019,8";"6,6";"231,0";"13,0";"1918,20";"0,0"
"10/09/2022";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/09/2022";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/09/2022";"2100";"12,0";"";"";"74,0";"";"";"7,4";"";"";"1019,4";"";"";"1,8";"151,0";"";"33,90";"0,0"
"11/09/2022";"2200";"12,2";"12,2";"11,7";"76,0";"77,0";"74,0";"8,0";"8,1";"7,4";"1019,6";"1019,9";"1019,4";"2,2";"119,0";"4,8";"6,00";"0,0"
"11/09/2022";"2300";"12,4";"12,4";"12,2";"79,0";"79,0";"75,0";"8,8";"8,8";"8,0";"1020,1";"1020,1";"1019,4";"2,5";"113,0";"6,2";"";"0,0"
"12/09/2022";"0000";"12,3";"12,4";"12,2";"80,0";"80,0";"78,0";"8,8";"8,8";"8,6";"1020,5";"1020,6";"1020,1";"1,8";"108,0";"6,2";"";"0,0"
"12/09/2022";"0100";"11,8";"12,3";"11,8";"82,0";"82,0";"80,0";"8,8";"9,0";"8,7";"1020,7";"1021,0";"1020,5";"1,3";"120,0";"4,6";"";"0,0"
"12/09/2022";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"0500";"13,1";"";"";"80,0";"";"";"9,8";"";"";"1018,5";"";"";"1,7";"112,0";"";"";"0,0"
"12/09/2022";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12/09/2022";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/09/2022";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/09/2022";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/09/2022";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/09/2022";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/09/2022";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
